Index,Intersection Name,Latitude,Longitude
1684,99 and 99,37.41939101607389,-120.7628491815863
1685,99 and 99,37.42258836670599,-120.76697453771156
1686,99 and 99,37.42258836670599,-120.76697453771156
1687,Gurr Road and Bailey Avenue,37.28806676322288,-120.55979894837377
1688,Gurr Road and Gurr Road,37.28806676322288,-120.55979894837377
1689,Gurr Road and Gurr Road,37.29529377408651,-120.5591944831758
1690,Gurr Road and Wardrobe Avenue,37.29529377408651,-120.5591944831758
1691,Canal Drive and Collier Road,37.409880027337444,-120.7467925196001
1692,Alexander Avenue and Park Avenue,37.31527055565229,-120.47293905761487
1693,Alexander Avenue and Alexander Avenue,37.31527055565229,-120.47293905761487
1694,Alexander Avenue and Rambler Road,37.3155980764468,-120.47611284645245
1695,Heitz Way and Terra Corvo Avenue,37.348713318977325,-120.47991053454056
1696,Heitz Way and Heitz Court,37.348713318977325,-120.47991053454056
1697,Heitz Way and Freemark Avenue,37.34883831465872,-120.48233863819792
1698,Bellflower Way and Reed Court,37.04992900615275,-120.87543866762874
1699,Bellflower Way and Bellflower Way,37.04992900615275,-120.87543866762874
1700,Bellflower Way and Woodbrush Avenue,37.05000125285628,-120.87619032762892
1701,Mulberry Avenue and Mulberry Avenue,37.32402268317233,-120.5948313136788
1702,Mulberry Avenue and Mulberry Avenue,37.32403907210184,-120.59227327762332
1703,Mulberry Avenue and Herrod Avenue,37.32402268317233,-120.5948313136788
1704,Mulberry Avenue and Sierra Springs Court,37.32403907210184,-120.59227327762332
1705,Mather Road and Winder Avenue,37.27713470826589,-120.47553311314847
1706,Mather Road and Mission Avenue,37.273411735748596,-120.47554228161829
1707,Barclay Way and Bellevue Road,37.36111499345065,-120.47293534452444
1708,Barclay Way and Barclay Way,37.36237400034442,-120.47324780985483
1709,Barclay Way and Portico Drive,37.36237400034442,-120.47324780985483
1710,Barclay Way and Barclay Way,37.36111499345065,-120.47293534452444
1711,Beechwood Drive and Parkwood Drive,37.07977345611395,-120.84115499383981
1712,Beechwood Drive and Acaciawood Court,37.079045595517115,-120.84116882041353
1713,Beechwood Drive and Beechwood Drive,37.079045595517115,-120.84116882041353
1714,Arroya Avenue and San Juan Road,37.0732935299964,-120.65357655560763
1715,Wilbur Way and Wilbur Way,37.353319216853656,-120.62721364421473
1716,Wilbur Way and Wilbur Way,37.35311866245394,-120.62663703196395
1717,Prusso Street and Prusso Street,37.38430897138578,-120.72667583007735
1718,Prusso Street and F Street,37.38227198432955,-120.72674536484965
1719,Prusso Street and Prusso Street,37.38227198432955,-120.72674536484965
1720,Prusso Street and D Street,37.38430897138578,-120.72667583007735
1721,Santa Fe Drive and Bradbury Road,37.44814437425817,-120.69577694808578
1722,Santa Fe Drive and Santa Fe Drive,37.44814437425817,-120.69577694808578
1723,Santa Fe Drive and Broadway,37.45016888038421,-120.69879343297904
1724,Santa Fe Drive and Santa Fe Drive,37.45016888038421,-120.69879343297904
1725,Darlington Court and Bedford Court,37.078450200678,-120.83338272265487
1726,Darlington Court and Regency Drive,37.078450200678,-120.83338272265487
1727,Darlington Court and Darlington Court,37.07793793242951,-120.83339053058037
1728,Winton Way and Carter Way,37.35809673116242,-120.61382907054133
1729,Winton Way and Winton Way,37.35809673116242,-120.61382907054133
1730,Winton Way and Fay Drive,37.35844278284247,-120.61383303734088
1731,Winton Way and Winton Way,37.35844278284247,-120.61383303734088
1732,Yosemite Court and Nonpareil Drive,37.369039142766994,-120.62418295518644
1733,West Comet Road and SOUTH VENUS STREET,37.09608696402884,-121.01907857584881
1734,West Comet Road and West Comet Road,37.09608696402884,-121.01907857584881
1735,Custer Avenue and Valeria Avenue,36.98169086800225,-120.59043410061923
1736,Custer Avenue and Custer Avenue,36.97412297831557,-120.59041726214465
1737,Custer Avenue and Lux Avenue,36.97412297831557,-120.59041726214465
1738,Beachwood Drive and Beachwood Drive,37.32287567333807,-120.52808362769699
1739,Beachwood Drive and Pinon Court,37.32287567333807,-120.52808362769699
1740,Beachwood Drive and Saguaro Court,37.321274130011865,-120.52810709972816
1741,Beachwood Drive and Beachwood Drive,37.321274130011865,-120.52810709972816
1742,Lopes Avenue and Lopes Avenue,37.299104418184385,-120.51410927657821
1743,Lopes Avenue and Lopes Avenue,37.2991042544748,-120.51401679446293
1744,Lopes Avenue and Massasso Street,37.299104418184385,-120.51410927657821
1745,Lopes Avenue and Massasso Street,37.2991042544748,-120.51401679446293
1746,Grant Road and Knowles Road,37.11992302295735,-120.41908868860462
1747,Grant Road and Ivy Avenue,37.11989629200143,-120.40087697167282
1748,Grant Road and Grant Road,37.11992302295735,-120.41908868860462
1749,Sierra Madre Drive and Trinity Drive,37.35251934171198,-120.5896965793132
1750,Sierra Madre Drive and Sierra Madre Drive,37.35251934171198,-120.5896965793132
1751,Sierra Madre Drive and Sierra Madre Drive,37.35245237448917,-120.58882264210914
1752,Sierra Madre Drive and Whitney Court,37.35245237448917,-120.58882264210914
1753,Third Street and Third Street,37.349863956180506,-120.60714929249598
1754,Third Street and Fir Avenue,37.349863956180506,-120.60714929249598
1755,Third Street and Third Street,37.34901725168841,-120.6076400307214
1756,Third Street and Elm Avenue,37.34901725168841,-120.6076400307214
1757,Rancho Grande Circle and Rancho Grande Drive,37.34251016178558,-120.58848967564438
1758,Rancho Grande Circle and La Playa Way,37.343311648505136,-120.58843042670462
1759,Rancho Grande Circle and Rancho Grande Circle,37.343311648505136,-120.58843042670462
1760,Rancho Grande Circle and Rancho Grande Circle,37.34251016178558,-120.58848967564438
1761,Miller Lane and San Luis Street,37.06172815804299,-120.82900620573385
1762,Miller Lane and Miller Lane,37.05915459212379,-120.82904289386781
1763,Miller Lane and Canal Farm Lane,37.05915459212379,-120.82904289386781
1764,Wilson Avenue and South Twelfth Street,37.04289860211506,-120.83848274388481
1765,Wilson Avenue and South Eleventh Street,37.042874522397014,-120.83920898971049
1766,Wilson Avenue and Wilson Avenue,37.042874522397014,-120.83920898971049
1767,Shain Avenue and Community Way,36.96743350091448,-120.65000396465886
1768,Shain Avenue and Seventh Street,36.96743099184366,-120.64935699213699
1769,Shain Avenue and Shain Avenue,36.96743099184366,-120.64935699213699
1770,Shain Avenue and Shain Avenue,36.96743350091448,-120.65000396465886
1771,Aspen Street and Alexander Avenue,37.31574102102229,-120.45631624815441
1772,Aspen Street and Aspen Street,37.31653989672857,-120.45630718440835
1773,Aspen Street and Bel Air Drive,37.31653989672857,-120.45630718440835
1774,Durant Way and Webber Court,37.359748273058365,-120.47047535191047
1775,Durant Way and Langley Way,37.358272077112495,-120.46941807758334
1776,Durant Way and Durant Way,37.359748273058365,-120.47047535191047
1777,Mills Drive and St Patricks Drive,37.05212599198635,-120.8305722283188
1778,Mills Drive and Mills Drive,37.05212599198635,-120.8305722283188
1779,Mills Drive and De Anza Way,37.051415392856484,-120.83057366663814
1780,Green Sands Avenue and Vista Del Rey Drive,37.339280426189994,-120.5811823885859
1781,Green Sands Avenue and Green Sands Avenue,37.339280426189994,-120.5811823885859
1782,Green Sands Avenue and Green Sands Avenue,37.33907239719949,-120.58004565019016
1783,Green Sands Avenue and Station Avenue,37.33907239719949,-120.58004565019016
1784,Chamberlain Road and Turner Island Road,37.157161384178586,-120.7009476482169
1785,Chamberlain Road and Erreca Road,37.157183927229994,-120.68028490474832
1786,Van Clief Road and Van Clief Road,37.29132876820914,-120.8333285883494
1787,Van Clief Road and Nelander Avenue,37.29852966387212,-120.83323004866543
1788,Van Clief Road and Bose Road,37.29132876820914,-120.8333285883494
1789,Van Clief Road and Van Clief Road,37.29852966387212,-120.83323004866543
1790,Riverside Avenue and Washington Road,37.36650689669161,-120.90518052454284
1791,Riverside Avenue and Mahoney Road,37.3664525759188,-120.91685493516817
1792,Colleen Avenue and Waverly Drive,37.277716624828614,-120.47616962660075
1793,Colleen Avenue and Colleen Avenue,37.2783989232636,-120.47617069236384
1794,Colleen Avenue and Allegra Drive,37.2783989232636,-120.47617069236384
1795,Colleen Avenue and Colleen Avenue,37.277716624828614,-120.47616962660075
1796,Dakota Street and Oregon Avenue,37.369396739510414,-120.62036041580761
1797,Dakota Street and Michigan Avenue,37.368186209151524,-120.62038255296262
1798,Dakota Street and Dakota Street,37.368186209151524,-120.62038255296262
1799,Ward Road and Ward Road,37.054630670226345,-120.81780613960976
1800,Ward Road and Technology Drive,37.054630670226345,-120.81780613960976
1801,Lincoln Boulevard and Sunset Drive,37.33869495399381,-120.72391290500396
1802,Lincoln Boulevard and Atwater Jordan Road,37.331412709238315,-120.72388936496338
1803,Lincoln Boulevard and Lincoln Boulevard,37.331412709238315,-120.72388936496338
1804,Lincoln Boulevard and Lincoln Boulevard,37.33869495399381,-120.72391290500396
1805,Joanna Court and Bloss Avenue,37.404318032804,-120.85708244401035
1806,Joanna Court and Joanna Court,37.40357348774849,-120.85709087950465
1807,Joanna Court and Carsean Drive,37.40357348774849,-120.85709087950465
1808,99 and 99,37.44071399905205,-120.78692449118275
1809,99 and 99,37.44071399905205,-120.78692449118275
1810,99 and 99,37.44526449215855,-120.79195395260481
1811,99 and 99,37.44526449215855,-120.79195395260481
1812,Valdes Way and Pineda Drive,37.3284053507746,-120.43349535050064
1813,Valdes Way and Valdes Way,37.3284053507746,-120.43349535050064
1814,5Th Street and 3Rd Avenue,37.257263345347525,-121.0000944087547
1815,5Th Street and 5Th Street,37.257263345347525,-121.0000944087547
1816,Mcdonald Avenue and Delta Road,37.079881299220844,-120.7621836832644
1817,Mcdonald Avenue and Midway Road,37.07586820027894,-120.74550415501355
1818,Ammo Avenue and Perimeter Drive,37.39289320482781,-120.5758900385894
1819,Ammo Avenue and Unnamed,37.39171701100363,-120.5753845597074
1820,Ammo Avenue and Ammo Avenue,37.39171701100363,-120.5753845597074
1821,Allison Court and La Habra Street,37.27827234186407,-120.47788161390721
1822,99 and 99,37.36094703719788,-120.64946279008555
1823,99 and Westside Boulevard,37.36094703719788,-120.64946279008555
1824,99 and 99,37.35884540988491,-120.64340263492787
1825,Crystal Springs Drive and Mountainside Drive,37.06487745216012,-120.81008230921967
1826,Crystal Springs Drive and Mountainside Drive,37.06487745216012,-120.81008230921967
1827,Crystal Springs Drive and Crystal Springs Drive,37.064546080419134,-120.81077405169819
1828,Crystal Springs Drive and Rock Creek Drive,37.064546080419134,-120.81077405169819
1829,Crystal Springs Drive and Crystal Springs Drive,37.06487745216012,-120.81008230921967
1830,Crystal Springs Drive and Rock Creek Drive,37.064546080419134,-120.81077405169819
1831,Pioneer Road and Pioneer Road,37.042372594110454,-120.83803726177561
1832,Pioneer Road and South Eleventh Street,37.04238837128644,-120.83921707120177
1833,Pioneer Road and Pioneer Road,37.04238837128644,-120.83921707120177
1834,Golden State Boulevard and Golden State Boulevard,37.4629088355077,-120.811806329618
1835,Golden State Boulevard and 99,37.45739878689806,-120.80681081361475
1836,Golden State Boulevard and Griffith Avenue,37.4629088355077,-120.811806329618
1837,Golden State Boulevard and Golden State Boulevard,37.45739878689806,-120.80681081361475
1838,San Simeon Court and San Moritz Avenue,37.32941877532934,-120.50138149361109
1839,Meadow Drive and Meadow Drive,37.42911614516431,-120.6034644262158
1840,Meadow Drive and Winton Way,37.4290933559929,-120.61255977661534
1841,Meadow Drive and Lupin Avenue,37.42911614516431,-120.6034644262158
1842,Meadow Drive and Meadow Drive,37.4290933559929,-120.61255977661534
1843,Ellen Avenue and Merced Avenue,37.29151559712675,-120.45329158408647
1844,Ellen Avenue and Ellen Court,37.29151559712675,-120.45329158408647
1845,Calimyrna Avenue and Calimyrna Avenue,37.30112170021205,-120.46615409266678
1846,Calimyrna Avenue and 22Nd Street,37.30112170021205,-120.46615409266678
1847,Calimyrna Avenue and 21St Street,37.3001468563723,-120.4666942939589
1848,Calimyrna Avenue and Calimyrna Avenue,37.3001468563723,-120.4666942939589
1849,Banks Road and Santa Fe Avenue,37.24844853232749,-120.27059230670578
1850,Arboleda Drive and Arboleda Drive,37.25106925120981,-120.3793072030786
1851,Arboleda Drive and Arboleda Drive,37.25856498103679,-120.37920920587987
1852,Arboleda Drive and Mariposa Way,37.25106925120981,-120.3793072030786
1853,Arboleda Drive and Mchenry Road,37.25856498103679,-120.37920920587987
1854,Santa Fe Road and Santa Fe Road,37.32099846138832,-120.51047139360139
1855,Santa Fe Road and Santa Fe Road,37.32431852618854,-120.51577706044364
1856,59 and 59,37.311233207952945,-120.50516453247872
1857,59 and 59,37.3112278940102,-120.50463285861298
1858,Lake Ridge Street and Buhach Road,37.34228065687867,-120.57691360742864
1859,Lake Ridge Street and Augusta Lane,37.34231984302948,-120.57885377944531
1860,Lake Ridge Street and Avenue One Avenue,37.34228065687867,-120.57691360742864
1861,Wheeler Lane and Ellison Place,37.35140041720972,-120.47597450125704
1862,Wheeler Lane and Rowland Court,37.35140041720972,-120.47597450125704
1863,Wheeler Lane and Wellman Court,37.35211175882844,-120.47597530411294
1864,Wheeler Lane and Hearst Drive,37.35211175882844,-120.47597530411294
1865,Wheeler Lane and Wheeler Lane,37.35140041720972,-120.47597450125704
1866,Hampshire Court and Hansen Avenue,37.31440114005422,-120.4546544531311
1867,Reynolds Avenue and Christian Avenue,36.97463510287386,-120.64472980366516
1868,Reynolds Avenue and Reynolds Avenue,36.98187686524656,-120.64471124075318
1869,Reynolds Avenue and Reynolds Avenue,36.97463510287386,-120.64472980366516
1870,Reynolds Avenue and Valeria Street,36.98187686524656,-120.64471124075318
1871,Sapphire Drive and Topaz Way,37.375530317504904,-120.72999442950686
1872,Sapphire Drive and Sapphire Drive,37.3761980811531,-120.73005668125582
1873,Sapphire Drive and Opal Court,37.3761980811531,-120.73005668125582
1874,Buena Vista Drive and Buena Vista Drive,37.32675077082087,-120.49004147620114
1875,Buena Vista Drive and Paseo Verde Drive,37.326407332146744,-120.48862113770787
1876,Buena Vista Drive and Buena Vista Drive,37.326407332146744,-120.48862113770787
1877,Buena Vista Drive and Paseo Verde Avenue,37.326407332146744,-120.48862113770787
1878,Buena Vista Drive and Tres Logos Drive,37.32675077082087,-120.49004147620114
1879,Third Street and Frontier Street,37.094192554778765,-120.92980598099291
1880,Third Street and El Dorado Street,37.095010005339915,-120.9292398062889
1881,Third Street and Third Street,37.095010005339915,-120.9292398062889
1882,Stonybrook Avenue and Springfield Court,37.31122262721706,-120.5011739202297
1883,Stonybrook Avenue and Brookside Drive,37.310519529330236,-120.50117734767665
1884,Stonybrook Avenue and Stonybrook Avenue,37.31122262721706,-120.5011739202297
1885,Hazel Avenue and Railroad Avenue,37.34261465135814,-120.6017468068814
1886,Hazel Avenue and Progress Avenue,37.34104975416152,-120.60264419966245
1887,Chestnut Street and Lime Avenue,37.069603399985056,-120.85309787659588
1888,Chestnut Street and Citrus Avenue,37.071100005727956,-120.85311478303876
1889,Chestnut Street and Chestnut Street,37.071100005727956,-120.85311478303876
1890,Clausen Road and Santa Fe Avenue,37.204704234145055,-120.21636586158756
1891,Clausen Road and Buchanan Hollow Road,37.19983144284756,-120.21635512763176
1892,Clausen Road and Clausen Road,37.204704234145055,-120.21636586158756
1893,Saratoga Avenue and Saratoga,37.30361149513387,-120.44777613366698
1894,Saratoga Avenue and 27Th Street,37.30361149513387,-120.44777613366698
1895,Saratoga Avenue and Gettysburg Avenue,37.30773118838126,-120.44773199668006
1896,Turner Island Road and Chamberlain Road,37.157161384178586,-120.7009476482169
1897,Turner Island Road and Erreca Road,37.14933742692492,-120.70089406760724
1898,Turner Island Road and Turner Island Road,37.14933742692492,-120.70089406760724
1899,Turner Island Road and Turner Island Road,37.157161384178586,-120.7009476482169
1900,Cunningham Road and 140,37.32757134849337,-120.25172531348534
1901,Cunningham Road and Cunningham Road,37.32757134849337,-120.25172531348534
1902,Cunningham Road and South Bear Creek Drive,37.34495080806832,-120.25159703942535
1903,Peach Avenue and Sheesley Road,37.374919242403536,-120.69095102148466
1904,Peach Avenue and Peach Avenue,37.374919242403536,-120.69095102148466
1905,Peach Avenue and Peach Avenue,37.37501361986151,-120.70520967066024
1906,GREENBRIAR DRIVE and Lolly Way,37.06602592083155,-120.82581527551189
1907,GREENBRIAR DRIVE and MANCHESTER DRIVE,37.065998874107486,-120.82309999064398
1908,27Th Street and G Street,37.30862614122672,-120.47008762032812
1909,27Th Street and 1St Avenue,37.308248934487054,-120.46911300163431
1910,27Th Street and 27Th Street,37.30862614122672,-120.47008762032812
1911,27Th Street and 27Th Street,37.308248934487054,-120.46911300163431
1912,Marino Way and Mchenry Road,37.25783614464036,-120.41864299811324
1913,Marino Way and Mariposa Way,37.250512491394275,-120.40952776912263
1914,Marino Way and Alfalfa Avenue,37.25783614464036,-120.41864299811324
1915,Marino Way and Marino Way,37.250512491394275,-120.40952776912263
1916,Bel Mira Drive and Southern Pacific Avenue,37.334510076908145,-120.57962974169959
1917,V Street and V Street,37.30465855593471,-120.49972634336731
1918,V Street and V Street,37.303632659344444,-120.50031782597266
1919,V Street and 14Th Street,37.303632659344444,-120.50031782597266
1920,V Street and 15Th Street,37.30465855593471,-120.49972634336731
1921,V Street and Auto Center Drive,37.30465855593471,-120.49972634336731
1922,Valeria Street and Frank Avenue,36.981871628529795,-120.63112884032675
1923,Valeria Street and Valeria Street,36.981810743300365,-120.62908154064046
1924,Valeria Street and Valeria Street,36.981871628529795,-120.63112884032675
1925,Valeria Street and California Avenue,36.981810743300365,-120.62908154064046
1926,Quail Street and Del Rio Drive,37.084869038398054,-120.8292794529824
1927,Quail Street and Quail Street,37.08488538130684,-120.8269842744456
1928,Quail Street and Quail Street,37.084869038398054,-120.8292794529824
1929,Quail Street and Ashbury Drive,37.08488538130684,-120.8269842744456
1930,Swan Street and North Main Street,37.39085051076934,-120.72044426152571
1931,Swan Street and White Avenue,37.39121095839992,-120.72140959638534
1932,Swan Street and Swan Street,37.39085051076934,-120.72044426152571
1933,Swan Street and Swan Street,37.39121095839992,-120.72140959638534
1934,Wainwright Road and Wainwright Road,37.32067468905066,-120.90592491706076
1935,Wainwright Road and Fourth Avenue,37.32067468905066,-120.90592491706076
1936,Wainwright Road and 140,37.313502970937975,-120.90600116559828
1937,Wainwright Road and Wainwright Road,37.313502970937975,-120.90600116559828
1938,Cherry Avenue and 23Rd Street,37.29962800630188,-120.45879411277166
1939,Cherry Avenue and Cherry Avenue,37.29962800630188,-120.45879411277166
1940,Della Drive and Shaffer Road,37.35433915484173,-120.59585376160004
1941,Della Drive and Della Drive,37.35433390244872,-120.5955613188444
1942,Della Drive and Mary Lane,37.35433390244872,-120.5955613188444
1943,Cordelia Drive and Camrose Street,37.341794206703646,-120.57449624745924
1944,Cordelia Drive and Miramonte Drive,37.34179890832177,-120.57270698230288
1945,Cordelia Drive and Cordelia Drive,37.341794206703646,-120.57449624745924
1946,Cordelia Drive and Cordelia Court,37.34179890832177,-120.57270698230288
1947,Childs Off Ramp and Childs Off Ramp,37.28854589265929,-120.45748684066571
1948,Childs Off Ramp and Childs Avenue,37.2883754429426,-120.4576086527359
1949,Rhoda Avenue and Gee Gee Avenue,37.07163421023921,-120.84068952568003
1950,Rhoda Avenue and Santa Clara Street,37.07164212225594,-120.8389141033276
1951,Rhoda Avenue and Rhoda Avenue,37.07163421023921,-120.84068952568003
1952,19Th Street and 19Th Street,37.30232495336168,-120.47919416627727
1953,19Th Street and I Street,37.30177263527717,-120.47769532876733
1954,19Th Street and 19Th Street,37.30177263527717,-120.47769532876733
1955,19Th Street and Martin Luther King Jr Way,37.30232495336168,-120.47919416627727
1956,Andover Way and Andover Way,37.28086962495404,-120.44107650811485
1957,Andover Way and Dexter Court,37.28090145997909,-120.44168334261273
1958,Andover Way and Andover Way,37.28090145997909,-120.44168334261273
1959,Lime Avenue and Chestnut Street,37.069603399985056,-120.85309787659588
1960,Lime Avenue and First Street,37.069578545410934,-120.85223404579146
1961,Lime Avenue and Lime Avenue,37.069578545410934,-120.85223404579146
1962,Almond Street and Carol Avenue,36.98488194729017,-120.63337994126162
1963,Almond Street and Almond Street,36.98488614699286,-120.63450629400117
1964,Almond Street and Almond Street,36.98488194729017,-120.63337994126162
1965,Almond Street and Kathy Avenue,36.98488614699286,-120.63450629400117
1966,Lexington Avenue and Linden Avenue,37.032721041417204,-120.65371275769763
1967,Lexington Avenue and Cypress Road,37.0254847614236,-120.65372020068084
1968,Lexington Avenue and Lexington Avenue,37.032721041417204,-120.65371275769763
1969,Lexington Avenue and Lexington Avenue,37.0254847614236,-120.65372020068084
1970,North Avenue and Sycamore Street,37.44114003891056,-120.75833788964341
1971,North Avenue and North Avenue,37.44114003891056,-120.75833788964341
1972,North Avenue and Cortez Avenue,37.44113607802251,-120.74015617492677
1973,North Avenue and North Avenue,37.44113607802251,-120.74015617492677
1974,Denton & Leak Road and 33,37.0399382657416,-120.63555404332712
1975,Denton & Leak Road and Elgin Avenue,37.0399382657416,-120.63555404332712
1976,Denton & Leak Road and Denton & Leak Road,37.03997292782441,-120.66270902220536
1977,Denton & Leak Road and Aubrey Avenue,37.03997292782441,-120.66270902220536
1978,Denton & Leak Road and Denton & Leak Road,37.0399382657416,-120.63555404332712
1979,Persimmon Way and 140,37.302406305254195,-120.56716431311432
1980,Beajolais Court and Zinfandel Street,37.079982352180735,-120.85143584166323
1981,Via Basilicata and Via Sansosti,37.2559708284954,-121.01405567126126
1982,Via Basilicata and Via Borrelli,37.256296770428534,-121.01344236575115
1983,Via Basilicata and Via Basilicata,37.2559708284954,-121.01405567126126
1984,Pala Court and Donna Drive,37.329734959768786,-120.48033527063308
1985,Sibley Place and Sibley Place,37.352118702522624,-120.47449566156453
1986,Sibley Place and Hearst Drive,37.352118702522624,-120.47449566156453
1987,Sibley Place and Sibley Place,37.35264750752428,-120.47448237865186
1988,Sibley Place and Arrow Wood Drive,37.35264750752428,-120.47448237865186
1989,Canal Street and Main Street,37.30142202388274,-120.48333724785928
1990,Canal Street and Arbor Lane,37.301918192788406,-120.48305727458536
1991,Canal Street and Canal Street,37.301918192788406,-120.48305727458536
1992,Roosevelt Road and Roosevelt Road,37.14173492826338,-120.41916461918228
1993,Roosevelt Road and Knowles Road,37.14173492826338,-120.41916461918228
1994,Roosevelt Road and Roosevelt Road,37.14180759603921,-120.45542884865405
1995,Roosevelt Road and Arbor Way,37.14180759603921,-120.45542884865405
1996,Ortigalita Road and Cardoza Road,37.04934453527819,-120.87201961895286
1997,Ortigalita Road and Ortigalita Road,37.04934453527819,-120.87201961895286
1998,Ortigalita Road and Oatgrass Way,37.05143469295615,-120.87198347092526
1999,Ortigalita Road and Ortigalita Road,37.05143469295615,-120.87198347092526
2000,Tehama Drive and Serr Court,37.38771223034503,-120.70086158204822
2001,Tehama Drive and Tehama Drive,37.38771223034503,-120.70086158204822
2002,Tehama Drive and Serr Avenue,37.38771223034503,-120.70086158204822
2003,Tehama Drive and Tehama Drive,37.3877151512144,-120.7017710636511
2004,Tehama Drive and Sauber Court,37.3877151512144,-120.7017710636511
2005,26Th Street and 26Th Street,37.30634599796328,-120.46793618168488
2006,26Th Street and 26Th Street,37.306708748426274,-120.4687337058658
2007,26Th Street and 4Th Avenue,37.30634599796328,-120.46793618168488
2008,26Th Street and 3Rd Avenue,37.306708748426274,-120.4687337058658
2009,Elm Avenue and Elm Avenue,37.3512432412974,-120.61421149500373
2010,Elm Avenue and Winton Way,37.35137703318505,-120.61367019548726
2011,Stocking Street and Moore Court,36.99522590375404,-120.62931060786697
2012,Stocking Street and Angle Avenue,36.99522590375404,-120.62931060786697
2013,Stocking Street and Stocking Street,36.99522699765628,-120.63020832852365
2014,Stocking Street and Stocking Street,36.99522590375404,-120.62931060786697
2015,Stocking Street and Wilkinson Court,36.99522699765628,-120.63020832852365
2016,Winton Way and Winton Way,37.38706128338785,-120.61349459785261
2017,Winton Way and Winton Way,37.385850073154934,-120.6135134085884
2018,Winton Way and Park Avenue,37.38706128338785,-120.61349459785261
2019,Winton Way and Santa Fe Drive,37.385850073154934,-120.6135134085884
2020,Waller Street and Waller Street,37.25047197676605,-120.99344036413488
2021,Waller Street and Manor Avenue,37.25047197676605,-120.99344036413488
2022,Waller Street and Wallis Avenue,37.251194313665046,-120.99343997377737
2023,152 and 152,37.04798326065245,-120.6047160298641
2024,152 and Palm Avenue,37.04791098535469,-120.61747802256701
2025,152 and Indiana Road,37.04798326065245,-120.6047160298641
2026,152 and 152,37.04791098535469,-120.61747802256701
2027,Neal Street and Walter Drive,37.04859908710842,-120.87140943521867
2028,Neal Street and Burl Drive,37.048634571633755,-120.8697477706409
2029,Neal Street and Neal Street,37.048634571633755,-120.8697477706409
2030,Vine Street and Vine Street,37.08157332764067,-120.84873287294332
2031,Vine Street and Grape Court,37.08157085392596,-120.84967726266024
2032,Vine Street and Grape Street,37.08157085392596,-120.84967726266024
2033,Vine Street and Vine Court,37.08157332764067,-120.84873287294332
2034,Walter Drive and Neal Street,37.04859908710842,-120.87140943521867
2035,Walter Drive and Walter Drive,37.04786556563452,-120.87147433208804
2036,Walter Drive and Keiko Street,37.04786556563452,-120.87147433208804
2037,Louise Avenue and Thomas Court,37.38316743035334,-120.61961030063723
2038,Louise Avenue and Louise Avenue,37.38316743035334,-120.61961030063723
2039,Louise Avenue and Louise Avenue,37.38316701443192,-120.62064975757696
2040,Louise Avenue and Deann Court,37.38316701443192,-120.62064975757696
2041,First Street and Village Circle Drive,37.35522536538939,-120.60021402937161
2042,First Street and First Street,37.35368726682913,-120.60149869194424
2043,First Street and First Street,37.35522536538939,-120.60021402937161
2044,First Street and Linden Street,37.35368726682913,-120.60149869194424
2045,Dove Street and Fairmont Drive,37.08272319263939,-120.8297791544399
2046,Dove Street and Dove Street,37.08272319263939,-120.8297791544399
2047,Dove Street and Waterford Way,37.0827094170789,-120.8279403765024
2048,Dove Street and Dove Street,37.0827094170789,-120.8279403765024
2049,Fallbrook Drive and Willow Run Drive,37.324227284876734,-120.43865768580359
2050,Fallbrook Drive and Leaf Drive,37.32365065714248,-120.4363282026854
2051,Fallbrook Drive and Fallbrook Drive,37.32365065714248,-120.4363282026854
2052,Cunningham Road and Cunningham Road,37.287281439093334,-120.25203955630194
2053,Cunningham Road and Hainline Avenue,37.2359472493434,-120.25271806027963
2054,Cunningham Road and Childs Avenue,37.287281439093334,-120.25203955630194
2055,Cunningham Road and Cunningham Road,37.2359472493434,-120.25271806027963
2056,Bixby Way and Bancroft Drive,37.348145862856256,-120.47323718071316
2057,Bixby Way and Bixby Way,37.34806797548677,-120.47204196958694
2058,Bixby Way and Revelle Drive,37.34806797548677,-120.47204196958694
2059,Bixby Way and Fawcett Lane,37.348145862856256,-120.47323718071316
2060,Wood Duck Court and Wood Duck Drive,37.05817126824083,-120.80791988409274
2061,Black Pine Way and Black Pine Way,37.391435345504725,-120.70307200777918
2062,Black Pine Way and Alder Way,37.391435345504725,-120.70307200777918
2063,Black Pine Way and Maple Court,37.39143726375345,-120.70395493993188
2064,Black Pine Way and Maple Avenue,37.39143726375345,-120.70395493993188
2065,59 and 59,37.32639341820657,-120.50471644745069
2066,59 and 59,37.32064488712428,-120.50488140212379
2067,59 and Black Rascal Bp Path,37.32064488712428,-120.50488140212379
2068,59 and Buena Vista Drive,37.32639341820657,-120.50471644745069
2069,2Nd Avenue and 6Th Street,37.2582031477954,-121.00190464216605
2070,2Nd Avenue and West Avenue,37.25782004024609,-121.00349641151081
2071,2Nd Avenue and 2Nd Avenue,37.2582031477954,-121.00190464216605
2072,Avenue Two Avenue and El Rodebaugh Way,37.34957052087222,-120.56872281734425
2073,Avenue Two Avenue and Avenue Two Avenue,37.34957052087222,-120.56872281734425
2074,Avenue Two Avenue and Two Avenue,37.34957515717012,-120.5667938325902
2075,West Avenue and West Avenue,37.28567751526342,-120.5058757601381
2076,West Avenue and Riggs Avenue,37.28374124928447,-120.50589623365298
2077,West Avenue and West Avenue,37.28374124928447,-120.50589623365298
